서적명,일자,판매량
0014,20150330,0
0014,20150316,0
0014,20150207,0
0014,20150306,0
0014,20150225,0
0014,20150216,0
0014,20150215,0
0014,20150206,0
0014,20150112,0
0014,20150205,0
0014,20150114,0
0014,20150324,0
0014,20150104,0
0014,20150219,0
0014,20150213,0
0014,20150130,0
0014,20150102,0
0014,20150203,0
0014,20150111,0
0014,20150322,0
0014,20150320,0
0014,20150313,0
0014,20150303,0
0014,20150211,0
0014,20150201,0
0014,20150129,0
0014,20150116,0
0014,20150106,0
0015,20150101,0
0015,20150102,0
0015,20150105,0
0015,20150106,0
0015,20150112,0
0015,20150115,0
0015,20150116,0
0015,20150120,0
0015,20150121,0
0015,20150122,0
0015,20150123,0
0015,20150129,0
0015,20150201,0
0015,20150203,0
0015,20150204,0
0015,20150206,0
0015,20150210,0
0015,20150209,0
0015,20150211,0
0015,20150213,0
0015,20150214,0
0015,20150220,0
0015,20150219,0
0015,20150222,0
0015,20150224,0
0015,20150303,0
0015,20150306,0
0015,20150309,0
0015,20150313,0
0015,20150316,0
0015,20150319,0
0015,20150325,0
0015,20150329,0
0015,20150328,0
0015,20150308,0
0015,20150227,0
0015,20150217,0
0015,20150207,0
0015,20150225,0
0015,20150215,0
0015,20150205,0
0015,20150124,0
0015,20150310,0
0015,20150312,0
0015,20150114,0
0015,20150322,0
0015,20150104,0
0015,20150318,0
0015,20150320,0
0015,20150302,0
0015,20150324,0
0015,20150331,0
0015,20150330,0
0015,20150223,0
0015,20150221,0
0015,20150317,0
0015,20150321,0
0015,20150126,0
0015,20150113,0
0015,20150311,0
0015,20150103,0
0015,20150117,0
0015,20150118,0
0015,20150228,0
0015,20150301,0
0015,20150216,0
0015,20150218,0
0015,20150208,0
0015,20150323,0
0015,20150128,0
0015,20150131,0
0015,20150314,0
0015,20150304,0
0015,20150127,0
0015,20150107,0
0015,20150108,0
0015,20150111,0
0015,20150305,0
0015,20150130,0
0015,20150326,0
0015,20150315,0
0015,20150226,0
0015,20150212,0
0015,20150202,0
0015,20150110,0
0015,20150327,0
0015,20150307,0
0015,20150119,0
0015,20150125,0
0015,20150109,0
0016,20150105,0
0016,20150106,0
0016,20150108,0
0016,20150115,0
0016,20150121,0
0016,20150127,0
0016,20150128,0
0016,20150130,0
0016,20150203,0
0016,20150206,0
0016,20150207,0
0016,20150209,0
0016,20150217,0
0016,20150219,0
0016,20150226,0
0016,20150303,0
0016,20150307,0
0016,20150316,0
0016,20150317,0
0016,20150318,0
0016,20150321,0
0016,20150325,0
0016,20150324,0
0016,20150327,0
0016,20150328,0
0016,20150320,0
0016,20150322,0
0016,20150312,0
0016,20150308,0
0016,20150310,0
0016,20150314,0
0016,20150302,0
0016,20150212,0
0016,20150227,0
0016,20150104,0
0016,20150124,0
0016,20150330,0
0016,20150225,0
0016,20150323,0
0016,20150306,0
0016,20150222,0
0016,20150329,0
0016,20150331,0
0016,20150131,0
0016,20150123,0
0016,20150210,0
0016,20150129,0
0016,20150114,0
0016,20150120,0
0016,20150111,0
0016,20150309,0
0016,20150215,0
0016,20150101,0
0016,20150116,0
0016,20150205,0
0016,20150221,0
0016,20150326,0
0016,20150211,0
0016,20150201,0
0016,20150122,0
0016,20150313,0
0016,20150223,0
0016,20150202,0
0016,20150220,0
0016,20150119,0
0016,20150103,0
0016,20150107,0
0016,20150109,0
0016,20150110,0
0016,20150113,0
0016,20150125,0
0016,20150112,0
0016,20150102,0
0016,20150319,0
0016,20150304,0
0016,20150214,0
0016,20150311,0
0016,20150224,0
0016,20150228,0
0016,20150301,0
0016,20150218,0
0016,20150208,0
0016,20150213,0
0016,20150216,0
0016,20150118,0
0016,20150315,0
0016,20150305,0
0016,20150204,0
0016,20150126,0
0016,20150117,0
0017,20150106,0
0017,20150113,0
0017,20150122,0
0017,20150130,0
0017,20150131,0
0017,20150201,0
0017,20150203,0
0017,20150204,0
0017,20150205,0
0017,20150207,0
0017,20150209,0
0017,20150212,0
0017,20150213,0
0017,20150211,0
0017,20150215,0
0017,20150217,0
0017,20150218,0
0017,20150219,0
0017,20150221,0
0017,20150222,0
0017,20150223,0
0017,20150220,0
0017,20150224,0
0017,20150226,0
0017,20150302,0
0017,20150303,0
0017,20150306,0
0017,20150305,0
0017,20150304,0
0017,20150307,0
0017,20150311,0
0017,20150310,0
0017,20150312,0
0017,20150314,0
0017,20150316,0
0017,20150317,0
0017,20150319,0
0017,20150323,0
0017,20150324,0
0017,20150326,0
0017,20150325,0
0017,20150327,0
0017,20150328,0
0017,20150330,0
0017,20150331,0
0017,20150117,0
0017,20150320,0
0017,20150322,0
0017,20150309,0
0017,20150227,0
0017,20150210,0
0017,20150214,0
0017,20150301,0
0017,20150206,0
0017,20150124,0
0017,20150102,0
0017,20150111,0
0017,20150119,0
0017,20150110,0
0017,20150315,0
0017,20150225,0
0017,20150208,0
0017,20150126,0
0017,20150129,0
0017,20150321,0
0017,20150112,0
0017,20150116,0
0017,20150101,0
0017,20150318,0
0017,20150329,0
0017,20150125,0
0017,20150313,0
0017,20150308,0
0017,20150118,0
0017,20150121,0
0017,20150216,0
0017,20150120,0
0017,20150109,0
0017,20150105,0
0017,20150108,0
0017,20150228,0
0017,20150127,0
0017,20150128,0
0017,20150114,17000
0017,20150104,0
0017,20150202,0
0017,20150123,0
0017,20150115,0
0017,20150103,0
0017,20150107,0
0019,20150310,0
0019,20150312,0
0019,20150318,0
0019,20150323,0
0019,20150325,0
0019,20150327,0
0019,20150329,0
0019,20150314,0
0019,20150324,0
0019,20150315,0
0019,20150331,0
0019,20150330,0
0019,20150316,0
0019,20150321,0
0019,20150328,0
0019,20150311,0
0019,20150326,0
0019,20150317,0
0019,20150313,0
0019,20150320,0
0019,20150319,0
0019,20150322,0
0019,20150309,0
0020,20150318,0
0020,20150321,0
0020,20150323,0
0020,20150327,0
0020,20150325,0
0020,20150324,0
0020,20150330,0
0020,20150329,0
0020,20150328,0
0020,20150326,0
0020,20150319,0
0020,20150320,0
0020,20150322,0
0020,20150331,0
0021,20150325,0
0021,20150328,0
0021,20150326,0
0021,20150330,0
0021,20150324,0
0021,20150327,0
0021,20150331,0
0021,20150329,0
0022,20150331,0
0022,20150330,0
0030,20150131,0
0030,20150201,0
0030,20150203,0
0030,20150204,0
0030,20150206,0
0030,20150209,0
0030,20150211,0
0030,20150214,0
0030,20150219,0
0030,20150222,0
0030,20150224,0
0030,20150303,0
0030,20150306,0
0030,20150313,0
0030,20150316,0
0030,20150325,0
0030,20150331,0
0030,20150320,0
0030,20150322,0
0030,20150318,0
0030,20150302,0
0030,20150328,0
0030,20150310,0
0030,20150312,0
0030,20150227,0
0030,20150217,0
0030,20150308,0
0030,20150207,0
0030,20150225,0
0030,20150330,0
0030,20150215,0
0030,20150324,0
0030,20150323,0
0030,20150327,0
0030,20150213,0
0030,20150317,0
0030,20150130,0
0030,20150321,0
0030,20150311,0
0030,20150228,0
0030,20150301,0
0030,20150307,0
0030,20150205,0
0030,20150319,0
0030,20150210,0
0030,20150216,0
0030,20150329,0
0030,20150314,0
0030,20150304,0
0030,20150221,0
0030,20150309,0
0030,20150220,0
0030,20150326,0
0030,20150226,0
0030,20150218,0
0030,20150208,0
0030,20150315,0
0030,20150305,0
0030,20150223,0
0030,20150212,0
0030,20150202,0
0031,20150130,0
0031,20150203,0
0031,20150207,0
0031,20150206,0
0031,20150209,0
0031,20150208,0
0031,20150217,0
0031,20150216,0
0031,20150219,0
0031,20150220,0
0031,20150224,0
0031,20150228,0
0031,20150301,0
0031,20150303,0
0031,20150310,0
0031,20150311,0
0031,20150312,0
0031,20150318,0
0031,20150321,0
0031,20150324,0
0031,20150328,0
0031,20150314,0
0031,20150225,0
0031,20150212,0
0031,20150308,0
0031,20150205,0
0031,20150322,0
0031,20150320,0
0031,20150302,0
0031,20150325,0
0031,20150316,0
0031,20150306,0
0031,20150330,0
0031,20150222,0
0031,20150227,0
0031,20150329,0
0031,20150331,0
0031,20150215,0
0031,20150131,0
0031,20150223,0
0031,20150202,0
0031,20150326,0
0031,20150315,0
0031,20150305,0
0031,20150218,0
0031,20150221,0
0031,20150211,0
0031,20150213,0
0031,20150201,0
0031,20150323,0
0031,20150304,0
0031,20150210,0
0031,20150214,0
0031,20150204,0
0031,20150327,0
0031,20150313,0
0031,20150307,0
0031,20150226,0
0031,20150317,0
0031,20150319,0
0031,20150309,0
0032,20150206,0
0032,20150216,0
0032,20150222,0
0032,20150224,0
0032,20150303,0
0032,20150306,0
0032,20150313,0
0032,20150316,0
0032,20150331,0
0032,20150330,0
0032,20150328,0
0032,20150318,0
0032,20150320,0
0032,20150322,0
0032,20150308,0
0032,20150310,0
0032,20150312,0
0032,20150227,0
0032,20150217,0
0032,20150302,0
0032,20150207,0
0032,20150225,0
0032,20150324,0
0032,20150323,0
0032,20150219,0
0032,20150327,0
0032,20150314,0
0032,20150209,0
0032,20150211,0
0032,20150213,0
0032,20150304,0
0032,20150201,0
0032,20150317,0
0032,20150203,0
0032,20150130,0
0032,20150319,0
0032,20150321,0
0032,20150307,0
0032,20150309,0
0032,20150215,0
0032,20150205,0
0032,20150329,0
0032,20150223,0
0032,20150221,0
0032,20150212,0
0032,20150214,0
0032,20150220,0
0032,20150210,0
0032,20150204,0
0032,20150326,0
0032,20150226,0
0032,20150325,0
0032,20150311,0
0032,20150228,0
0032,20150301,0
0032,20150218,0
0032,20150208,0
0032,20150131,0
0032,20150315,0
0032,20150305,0
0032,20150202,0
0033,20150204,0
0033,20150208,0
0033,20150210,0
0033,20150218,0
0033,20150216,0
0033,20150227,0
0033,20150225,0
0033,20150301,0
0033,20150304,0
0033,20150307,0
0033,20150311,0
0033,20150314,0
0033,20150319,0
0033,20150317,0
0033,20150320,0
0033,20150322,0
0033,20150328,0
0033,20150330,0
0033,20150313,0
0033,20150323,0
0033,20150226,0
0033,20150326,0
0033,20150221,0
0033,20150303,0
0033,20150306,0
0033,20150201,0
0033,20150206,0
0033,20150316,0
0033,20150219,0
0033,20150223,0
0033,20150209,0
0033,20150309,0
0033,20150213,0
0033,20150318,0
0033,20150321,0
0033,20150325,0
0033,20150310,0
0033,20150308,0
0033,20150312,0
0033,20150211,0
0033,20150302,0
0033,20150214,0
0033,20150220,0
0033,20150315,0
0033,20150305,0
0033,20150203,0
0033,20150222,0
0033,20150329,0
0033,20150212,0
0033,20150202,0
0033,20150217,0
0033,20150131,0
0033,20150327,0
0033,20150228,0
0033,20150215,0
0033,20150205,0
0033,20150324,0
0033,20150130,0
0033,20150331,0
0033,20150224,0
0033,20150207,0
0034,20150201,0
0034,20150204,0
0034,20150206,0
0034,20150208,0
0034,20150210,0
0034,20150211,0
0034,20150213,0
0034,20150214,0
0034,20150216,0
0034,20150220,0
0034,20150225,0
0034,20150301,0
0034,20150307,0
0034,20150309,0
0034,20150311,0
0034,20150313,0
0034,20150316,0
0034,20150320,0
0034,20150322,0
0034,20150326,0
0034,20150318,0
0034,20150323,0
0034,20150310,0
0034,20150312,0
0034,20150303,0
0034,20150306,0
0034,20150217,0
0034,20150215,0
0034,20150330,0
0034,20150227,0
0034,20150219,0
0034,20150223,0
0034,20150328,0
0034,20150209,0
0034,20150327,0
0034,20150321,0
0034,20150226,0
0034,20150302,0
0034,20150325,0
0034,20150315,0
0034,20150203,0
0034,20150305,0
0034,20150218,0
0034,20150207,0
0034,20150222,0
0034,20150319,0
0034,20150329,0
0034,20150202,0
0034,20150314,0
0034,20150304,0
0034,20150308,0
0034,20150317,0
0034,20150131,0
0034,20150228,0
0034,20150212,0
0034,20150205,0
0034,20150324,0
0034,20150224,0
0034,20150130,0
0034,20150331,0
0034,20150221,0
0035,20150203,0
0035,20150206,0
0035,20150213,0
0035,20150216,0
0035,20150220,0
0035,20150219,0
0035,20150222,0
0035,20150301,0
0035,20150303,0
0035,20150306,0
0035,20150309,0
0035,20150313,0
0035,20150316,0
0035,20150319,0
0035,20150329,0
0035,20150331,0
0035,20150328,0
0035,20150318,0
0035,20150322,0
0035,20150320,0
0035,20150308,0
0035,20150310,0
0035,20150312,0
0035,20150302,0
0035,20150326,0
0035,20150330,0
0035,20150227,0
0035,20150225,0
0035,20150217,0
0035,20150207,0
0035,20150205,0
0035,20150215,0
0035,20150324,0
0035,20150209,0
0035,20150323,0
0035,20150325,0
0035,20150327,0
0035,20150211,0
0035,20150130,0
0035,20150201,0
0035,20150317,0
0035,20150307,0
0035,20150311,0
0035,20150228,0
0035,20150208,0
0035,20150131,0
0035,20150314,0
0035,20150304,0
0035,20150210,0
0035,20150321,0
0035,20150226,0
0035,20150223,0
0035,20150212,0
0035,20150202,0
0035,20150305,0
0035,20150224,0
0035,20150218,0
0035,20150214,0
0035,20150204,0
0035,20150315,0
0035,20150221,0
0036,20150203,0
0036,20150205,0
0036,20150215,0
0036,20150220,0
0036,20150221,0
0036,20150223,0
0036,20150226,0
0036,20150228,0
0036,20150302,0
0036,20150308,0
0036,20150306,0
0036,20150310,0
0036,20150312,0
0036,20150314,0
0036,20150316,0
0036,20150321,0
0036,20150327,0
0036,20150329,0
0036,20150324,0
0036,20150315,0
0036,20150325,0
0036,20150319,0
0036,20150214,0
0036,20150305,0
0036,20150304,0
0036,20150130,0
0036,20150210,0
0036,20150222,0
0036,20150331,0
0036,20150323,0
0036,20150224,0
0036,20150212,0
0036,20150211,0
0036,20150201,0
0036,20150204,0
0036,20150131,0
0036,20150202,0
0036,20150303,0
0036,20150330,0
0036,20150227,0
0036,20150213,0
0036,20150217,0
0036,20150219,0
0036,20150207,0
0036,20150209,0
0036,20150309,0
0036,20150328,0
0036,20150320,0
0036,20150326,0
0036,20150318,0
0036,20150317,0
0036,20150322,0
0036,20150307,0
0036,20150311,0
0036,20150313,0
0036,20150301,0
0036,20150218,0
0036,20150225,0
0036,20150208,0
0036,20150216,0
0036,20150206,0
0037,20150205,0
0037,20150207,0
0037,20150206,0
0037,20150215,0
0037,20150217,0
0037,20150220,0
0037,20150224,0
0037,20150226,0
0037,20150302,0
0037,20150329,0
0037,20150331,0
